Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
19167,10-03-2024 09:00,03-09-2024 14:00,10-03-2024 11:45,Lucknow,279,ARSON,26,F,Blunt Object,Fire Accident,5,Yes,25-04-2024 09:00
19168,11-03-2024 04:00,03-09-2024 15:00,09-03-2024 19:41,Mumbai,222,CYBERCRIME,44,M,Poison,Other Crime,2,Yes,11-05-2024 04:00
19169,12-03-2024 09:00,03-09-2024 16:00,09-03-2024 20:39,Mumbai,393,VEHICLE - STOLEN,20,F,None,Violent Crime,4,No,
19170,12-03-2024 04:00,03-09-2024 17:00,10-03-2024 05:44,Patna,569,PUBLIC INTOXICATION,43,F,Poison,Other Crime,9,No,
19171,11-03-2024 19:00,03-09-2024 18:00,10-03-2024 11:45,Mumbai,254,ILLEGAL POSSESSION,78,M,Explosives,Other Crime,14,No,
19172,12-03-2024 18:00,03-09-2024 19:00,10-03-2024 18:00,Mumbai,413,ILLEGAL POSSESSION,16,F,Knife,Other Crime,3,No,
19173,11-03-2024 00:00,03-09-2024 20:00,10-03-2024 15:43,Delhi,450,DRUG OFFENSE,53,F,Poison,Other Crime,6,No,
19174,10-03-2024 16:00,03-09-2024 21:00,10-03-2024 15:35,Pune,352,DOMESTIC VIOLENCE,69,F,Blunt Object,Violent Crime,15,No,
19175,12-03-2024 07:00,03-09-2024 22:00,10-03-2024 14:12,Mumbai,206,TRAFFIC VIOLATION,41,M,Other,Traffic Fatality,4,No,
19176,11-03-2024 13:00,03-09-2024 23:00,10-03-2024 21:52,Mumbai,101,TRAFFIC VIOLATION,54,F,Poison,Traffic Fatality,10,No,
19177,12-03-2024 16:00,03-10-2024 00:00,10-03-2024 21:21,Chennai,462,SHOPLIFTING,48,F,Poison,Other Crime,5,Yes,31-03-2024 16:00
19178,12-03-2024 15:00,03-10-2024 01:00,10-03-2024 16:12,Kolkata,316,VEHICLE - STOLEN,28,F,Knife,Violent Crime,11,No,
19179,10-03-2024 23:00,03-10-2024 02:00,10-03-2024 04:00,Jaipur,233,FRAUD,64,M,Poison,Other Crime,2,Yes,17-03-2024 23:00
19180,11-03-2024 20:00,03-10-2024 03:00,10-03-2024 14:03,Patna,505,CYBERCRIME,70,F,Poison,Other Crime,3,Yes,16-04-2024 20:00
19181,11-03-2024 11:00,03-10-2024 04:00,10-03-2024 21:37,Delhi,200,FIREARM OFFENSE,60,F,Other,Fire Accident,2,Yes,16-04-2024 11:00
19182,10-03-2024 18:00,03-10-2024 05:00,10-03-2024 10:30,Mumbai,143,TRAFFIC VIOLATION,50,F,None,Traffic Fatality,17,No,
19183,11-03-2024 13:00,03-10-2024 06:00,10-03-2024 18:39,Delhi,304,PUBLIC INTOXICATION,47,M,Knife,Other Crime,16,Yes,18-03-2024 13:00
19184,12-03-2024 15:00,03-10-2024 07:00,10-03-2024 14:30,Pune,154,DRUG OFFENSE,57,F,None,Other Crime,19,Yes,19-05-2024 15:00
19185,10-03-2024 11:00,03-10-2024 08:00,10-03-2024 15:44,Jaipur,106,ASSAULT,78,F,Explosives,Violent Crime,16,Yes,28-05-2024 11:00
19186,10-03-2024 12:00,03-10-2024 09:00,11-03-2024 05:56,Kolkata,238,SHOPLIFTING,57,M,None,Other Crime,10,No,
19187,10-03-2024 12:00,03-10-2024 10:00,10-03-2024 13:57,Delhi,125,ILLEGAL POSSESSION,41,M,Firearm,Other Crime,3,Yes,05-06-2024 12:00
19188,13-03-2024 08:00,03-10-2024 11:00,10-03-2024 16:30,Delhi,127,ROBBERY,51,F,Knife,Violent Crime,18,Yes,20-04-2024 08:00
19189,13-03-2024 04:00,03-10-2024 12:00,10-03-2024 22:17,Bhopal,161,TRAFFIC VIOLATION,77,F,Explosives,Traffic Fatality,13,No,
19190,13-03-2024 04:00,03-10-2024 13:00,11-03-2024 05:35,Bangalore,598,PUBLIC INTOXICATION,23,M,Blunt Object,Other Crime,4,Yes,08-04-2024 04:00
19191,11-03-2024 18:00,03-10-2024 14:00,11-03-2024 04:10,Ludhiana,289,SEXUAL ASSAULT,51,F,Firearm,Violent Crime,3,Yes,03-12-2025 18:00
19192,10-03-2024 22:00,03-10-2024 15:00,10-03-2024 19:57,Chennai,537,EXTORTION,45,F,Firearm,Other Crime,19,No,
19193,12-03-2024 18:00,03-10-2024 16:00,11-03-2024 02:29,Pune,594,ILLEGAL POSSESSION,30,F,None,Other Crime,18,Yes,24-04-2024 18:00
19194,12-03-2024 21:00,03-10-2024 17:00,11-03-2024 08:36,Patna,349,DOMESTIC VIOLENCE,36,F,Firearm,Violent Crime,11,Yes,04-04-2024 21:00
19195,13-03-2024 13:00,03-10-2024 18:00,11-03-2024 03:48,Meerut,533,PUBLIC INTOXICATION,55,F,Explosives,Other Crime,6,Yes,14-03-2024 13:00
19196,11-03-2024 03:00,03-10-2024 19:00,11-03-2024 06:25,Pune,208,BURGLARY,62,M,Firearm,Other Crime,13,No,
19197,12-03-2024 21:00,03-10-2024 20:00,11-03-2024 06:55,Nashik,596,VANDALISM,79,F,None,Other Crime,5,Yes,12-05-2024 21:00
19198,12-03-2024 17:00,03-10-2024 21:00,11-03-2024 10:43,Mumbai,533,PUBLIC INTOXICATION,58,F,Blunt Object,Other Crime,5,Yes,10-04-2024 17:00
19199,13-03-2024 05:00,03-10-2024 22:00,11-03-2024 20:14,Jaipur,392,SEXUAL ASSAULT,35,M,Knife,Violent Crime,17,No,
19200,11-03-2024 05:00,03-10-2024 23:00,11-03-2024 21:41,Thane,336,ASSAULT,67,F,Poison,Violent Crime,17,No,
19201,12-03-2024 11:00,03-11-2024 00:00,11-03-2024 22:38,Bhopal,341,HOMICIDE,74,M,None,Other Crime,3,No,
19202,13-03-2024 20:00,03-11-2024 01:00,11-03-2024 17:43,Mumbai,349,KIDNAPPING,18,F,Blunt Object,Other Crime,3,Yes,05-04-2024 20:00
19203,13-03-2024 22:00,03-11-2024 02:00,11-03-2024 22:47,Faridabad,215,COUNTERFEITING,58,M,Explosives,Other Crime,18,No,
19204,11-03-2024 14:00,03-11-2024 03:00,11-03-2024 21:39,Chennai,451,ROBBERY,68,F,Other,Violent Crime,17,No,
19205,13-03-2024 20:00,03-11-2024 04:00,11-03-2024 18:31,Delhi,584,TRAFFIC VIOLATION,33,M,Knife,Traffic Fatality,5,No,
19206,12-03-2024 08:00,03-11-2024 05:00,12-03-2024 03:07,Kanpur,285,CYBERCRIME,54,F,Blunt Object,Other Crime,2,Yes,08-06-2024 08:00
19207,11-03-2024 19:00,03-11-2024 06:00,11-03-2024 08:57,Jaipur,401,IDENTITY THEFT,70,F,Firearm,Violent Crime,16,Yes,29-05-2024 19:00
19208,12-03-2024 04:00,03-11-2024 07:00,11-03-2024 12:44,Kolkata,295,ARSON,63,F,None,Fire Accident,15,No,
19209,12-03-2024 04:00,03-11-2024 08:00,11-03-2024 14:08,Jaipur,295,FRAUD,35,F,Blunt Object,Other Crime,18,Yes,10-04-2024 04:00
19210,11-03-2024 23:00,03-11-2024 09:00,12-03-2024 02:50,Visakhapatnam,514,HOMICIDE,40,F,Poison,Other Crime,17,No,
19211,13-03-2024 08:00,03-11-2024 10:00,11-03-2024 22:33,Pune,173,VANDALISM,30,F,Other,Other Crime,12,Yes,13-04-2024 08:00
19212,13-03-2024 23:00,03-11-2024 11:00,11-03-2024 14:56,Chennai,383,BURGLARY,25,F,Poison,Other Crime,15,Yes,08-05-2024 23:00
19213,13-03-2024 01:00,03-11-2024 12:00,12-03-2024 07:44,Delhi,370,EXTORTION,50,F,Firearm,Other Crime,6,No,
19214,12-03-2024 09:00,03-11-2024 13:00,12-03-2024 11:03,Ludhiana,157,ASSAULT,74,F,None,Violent Crime,10,Yes,27-04-2024 09:00
19215,12-03-2024 08:00,03-11-2024 14:00,11-03-2024 18:34,Bhopal,596,FIREARM OFFENSE,20,F,Other,Fire Accident,19,No,
19216,13-03-2024 10:00,03-11-2024 15:00,12-03-2024 11:19,Kolkata,589,DRUG OFFENSE,46,M,Firearm,Other Crime,8,Yes,24-05-2024 10:00
19217,13-03-2024 08:00,03-11-2024 16:00,12-03-2024 06:17,Pune,144,DRUG OFFENSE,24,F,Firearm,Other Crime,11,No,
19218,14-03-2024 07:00,03-11-2024 17:00,12-03-2024 11:32,Chennai,245,EXTORTION,56,F,Blunt Object,Other Crime,15,No,
19219,14-03-2024 10:00,03-11-2024 18:00,11-03-2024 20:10,Rajkot,270,FRAUD,77,F,None,Other Crime,16,Yes,24-04-2024 10:00
19220,12-03-2024 13:00,03-11-2024 19:00,12-03-2024 01:19,Mumbai,276,FRAUD,75,M,Explosives,Other Crime,7,No,
19221,11-03-2024 21:00,03-11-2024 20:00,12-03-2024 16:06,Visakhapatnam,127,DOMESTIC VIOLENCE,11,F,None,Violent Crime,4,No,
19222,14-03-2024 00:00,03-11-2024 21:00,12-03-2024 17:03,Delhi,224,SEXUAL ASSAULT,19,F,None,Violent Crime,12,Yes,09-05-2025 00:00
19223,13-03-2024 03:00,03-11-2024 22:00,12-03-2024 02:35,Kolkata,215,PUBLIC INTOXICATION,54,M,Blunt Object,Other Crime,5,No,
19224,12-03-2024 17:00,03-11-2024 23:00,12-03-2024 07:09,Mumbai,169,VEHICLE - STOLEN,23,M,Other,Violent Crime,8,Yes,15-05-2024 17:00
19225,12-03-2024 02:00,03-12-2024 00:00,12-03-2024 10:16,Kolkata,422,FRAUD,29,M,None,Other Crime,16,Yes,09-04-2024 02:00
19226,13-03-2024 04:00,03-12-2024 01:00,12-03-2024 19:20,Kolkata,177,VEHICLE - STOLEN,21,F,Firearm,Violent Crime,12,Yes,23-04-2024 04:00
19227,15-03-2024 01:00,03-12-2024 02:00,12-03-2024 22:05,Hyderabad,367,IDENTITY THEFT,62,F,Blunt Object,Violent Crime,12,No,
19228,14-03-2024 22:00,03-12-2024 03:00,13-03-2024 02:38,Bangalore,256,VANDALISM,51,F,Explosives,Other Crime,19,Yes,04-05-2024 22:00
19229,14-03-2024 21:00,03-12-2024 04:00,12-03-2024 04:38,Delhi,523,DOMESTIC VIOLENCE,55,M,Firearm,Violent Crime,7,Yes,03-05-2024 21:00
19230,12-03-2024 12:00,03-12-2024 05:00,12-03-2024 06:20,Jaipur,571,COUNTERFEITING,15,F,Blunt Object,Other Crime,9,No,
19231,14-03-2024 20:00,03-12-2024 06:00,12-03-2024 10:13,Hyderabad,271,TRAFFIC VIOLATION,18,F,Explosives,Traffic Fatality,12,No,
19232,14-03-2024 20:00,03-12-2024 07:00,12-03-2024 13:17,Ahmedabad,450,BURGLARY,55,F,Knife,Other Crime,15,No,
19233,14-03-2024 15:00,03-12-2024 08:00,12-03-2024 13:50,Jaipur,474,COUNTERFEITING,55,M,Poison,Other Crime,17,No,
19234,13-03-2024 08:00,03-12-2024 09:00,12-03-2024 12:22,Jaipur,196,ARSON,36,F,Explosives,Fire Accident,4,No,
19235,14-03-2024 17:00,03-12-2024 10:00,12-03-2024 15:53,Bangalore,114,COUNTERFEITING,70,F,Knife,Other Crime,2,No,
19236,14-03-2024 11:00,03-12-2024 11:00,12-03-2024 12:40,Kolkata,136,CYBERCRIME,46,F,Other,Other Crime,3,Yes,02-05-2024 11:00
19237,13-03-2024 21:00,03-12-2024 12:00,12-03-2024 19:07,Hyderabad,195,DOMESTIC VIOLENCE,41,F,Knife,Violent Crime,3,No,
19238,13-03-2024 16:00,03-12-2024 13:00,13-03-2024 12:53,Delhi,475,SEXUAL ASSAULT,23,F,None,Violent Crime,5,Yes,22-04-2025 16:00
19239,14-03-2024 01:00,03-12-2024 14:00,13-03-2024 08:56,Pune,438,PUBLIC INTOXICATION,52,F,Firearm,Other Crime,16,No,
19240,14-03-2024 18:00,03-12-2024 15:00,12-03-2024 16:14,Patna,379,SEXUAL ASSAULT,46,M,Firearm,Violent Crime,1,Yes,18-01-2026 18:00
19241,12-03-2024 18:00,03-12-2024 16:00,13-03-2024 14:33,Ludhiana,423,ARSON,73,F,Explosives,Fire Accident,13,No,
19242,13-03-2024 03:00,03-12-2024 17:00,12-03-2024 19:17,Kolkata,516,DOMESTIC VIOLENCE,70,M,Firearm,Violent Crime,15,Yes,21-04-2024 03:00
19243,13-03-2024 02:00,03-12-2024 18:00,12-03-2024 19:21,Jaipur,322,SHOPLIFTING,59,F,Blunt Object,Other Crime,1,No,
19244,13-03-2024 19:00,03-12-2024 19:00,13-03-2024 00:35,Delhi,596,BURGLARY,78,M,Poison,Other Crime,1,Yes,03-07-2024 19:00
19245,12-03-2024 22:00,03-12-2024 20:00,12-03-2024 21:37,Jaipur,359,ILLEGAL POSSESSION,28,F,None,Other Crime,3,No,
19246,15-03-2024 18:00,03-12-2024 21:00,13-03-2024 19:02,Ghaziabad,464,ASSAULT,20,F,Blunt Object,Violent Crime,5,No,
19247,13-03-2024 10:00,03-12-2024 22:00,13-03-2024 06:07,Delhi,118,FIREARM OFFENSE,58,M,Other,Fire Accident,4,No,
19248,14-03-2024 20:00,03-12-2024 23:00,13-03-2024 02:08,Indore,450,DRUG OFFENSE,78,F,Blunt Object,Other Crime,8,Yes,09-06-2024 20:00
19249,13-03-2024 16:00,03-13-2024 00:00,13-03-2024 06:34,Kolkata,336,EXTORTION,31,F,None,Other Crime,11,No,
19250,15-03-2024 04:00,03-13-2024 01:00,13-03-2024 23:52,Lucknow,598,CYBERCRIME,24,F,Firearm,Other Crime,10,No,
19251,14-03-2024 14:00,03-13-2024 02:00,13-03-2024 04:47,Nagpur,154,BURGLARY,47,F,Knife,Other Crime,4,No,
19252,14-03-2024 20:00,03-13-2024 03:00,13-03-2024 09:52,Delhi,536,EXTORTION,23,F,None,Other Crime,10,No,
19253,15-03-2024 12:00,03-13-2024 04:00,13-03-2024 12:57,Kolkata,523,ASSAULT,22,M,Poison,Violent Crime,3,Yes,06-05-2024 12:00
19254,13-03-2024 21:00,03-13-2024 05:00,13-03-2024 22:35,Varanasi,407,TRAFFIC VIOLATION,26,F,Blunt Object,Traffic Fatality,5,No,
19255,14-03-2024 00:00,03-13-2024 06:00,14-03-2024 00:53,Mumbai,313,VANDALISM,79,F,Poison,Other Crime,5,No,
19256,14-03-2024 21:00,03-13-2024 07:00,13-03-2024 18:39,Bangalore,140,CYBERCRIME,68,F,None,Other Crime,15,No,
19257,14-03-2024 06:00,03-13-2024 08:00,13-03-2024 09:00,Surat,231,COUNTERFEITING,79,F,Firearm,Other Crime,3,Yes,15-04-2024 06:00
19258,13-03-2024 21:00,03-13-2024 09:00,13-03-2024 18:25,Kolkata,575,VANDALISM,55,F,Firearm,Other Crime,3,Yes,16-05-2024 21:00
19259,15-03-2024 15:00,03-13-2024 10:00,13-03-2024 22:45,Rajkot,464,DRUG OFFENSE,62,F,Firearm,Other Crime,12,No,
19260,16-03-2024 04:00,03-13-2024 11:00,14-03-2024 04:55,Agra,399,EXTORTION,40,M,None,Other Crime,13,No,
19261,13-03-2024 19:00,03-13-2024 12:00,13-03-2024 17:29,Ludhiana,478,KIDNAPPING,64,F,Explosives,Other Crime,12,No,
19262,15-03-2024 07:00,03-13-2024 13:00,14-03-2024 10:50,Surat,287,DOMESTIC VIOLENCE,40,F,Blunt Object,Violent Crime,9,No,
19263,15-03-2024 22:00,03-13-2024 14:00,13-03-2024 15:47,Vasai,407,COUNTERFEITING,51,F,Blunt Object,Other Crime,9,Yes,28-05-2024 22:00
19264,16-03-2024 03:00,03-13-2024 15:00,13-03-2024 15:01,Vasai,397,DOMESTIC VIOLENCE,60,M,None,Violent Crime,17,No,
19265,14-03-2024 00:00,03-13-2024 16:00,13-03-2024 20:44,Chennai,237,BURGLARY,20,F,Explosives,Other Crime,2,Yes,23-05-2024 00:00
19266,15-03-2024 15:00,03-13-2024 17:00,14-03-2024 13:48,Mumbai,340,VEHICLE - STOLEN,29,F,Explosives,Violent Crime,5,No,
19267,15-03-2024 09:00,03-13-2024 18:00,14-03-2024 15:11,Mumbai,425,VEHICLE - STOLEN,44,F,Firearm,Violent Crime,4,No,
19268,16-03-2024 18:00,03-13-2024 19:00,14-03-2024 11:08,Kolkata,505,FIREARM OFFENSE,59,F,Explosives,Fire Accident,5,Yes,27-05-2024 18:00
19269,14-03-2024 20:00,03-13-2024 20:00,14-03-2024 03:54,Patna,545,TRAFFIC VIOLATION,20,M,Poison,Traffic Fatality,11,Yes,07-04-2024 20:00
19270,14-03-2024 16:00,03-13-2024 21:00,14-03-2024 04:48,Varanasi,506,TRAFFIC VIOLATION,32,F,None,Traffic Fatality,5,No,
19271,15-03-2024 02:00,03-13-2024 22:00,13-03-2024 23:01,Lucknow,355,VANDALISM,48,F,Knife,Other Crime,7,No,
19272,16-03-2024 09:00,03-13-2024 23:00,14-03-2024 12:09,Mumbai,595,ASSAULT,26,F,Firearm,Violent Crime,12,Yes,12-04-2024 09:00
19273,15-03-2024 02:00,03-14-2024 00:00,14-03-2024 11:53,Visakhapatnam,510,KIDNAPPING,23,F,Knife,Other Crime,2,Yes,05-06-2024 02:00
19274,14-03-2024 21:00,03-14-2024 01:00,14-03-2024 08:40,Ghaziabad,405,FIREARM OFFENSE,32,M,Other,Fire Accident,10,No,
19275,16-03-2024 18:00,03-14-2024 02:00,14-03-2024 15:23,Thane,504,SHOPLIFTING,40,F,Blunt Object,Other Crime,7,No,
19276,15-03-2024 12:00,03-14-2024 03:00,14-03-2024 18:20,Chennai,445,DRUG OFFENSE,30,F,None,Other Crime,4,No,
19277,14-03-2024 19:00,03-14-2024 04:00,14-03-2024 06:19,Hyderabad,480,KIDNAPPING,37,F,Poison,Other Crime,12,No,
19278,16-03-2024 01:00,03-14-2024 05:00,14-03-2024 18:31,Kolkata,580,EXTORTION,40,F,Knife,Other Crime,3,No,
19279,16-03-2024 18:00,03-14-2024 06:00,14-03-2024 20:53,Surat,504,VANDALISM,66,M,Other,Other Crime,7,No,
19280,14-03-2024 15:00,03-14-2024 07:00,15-03-2024 05:22,Mumbai,411,EXTORTION,75,M,Blunt Object,Other Crime,12,Yes,23-03-2024 15:00
19281,16-03-2024 13:00,03-14-2024 08:00,14-03-2024 19:32,Hyderabad,441,EXTORTION,16,F,None,Other Crime,13,Yes,20-04-2024 13:00
19282,17-03-2024 00:00,03-14-2024 09:00,14-03-2024 15:28,Varanasi,545,DOMESTIC VIOLENCE,23,F,Blunt Object,Violent Crime,5,Yes,16-04-2024 00:00
19283,15-03-2024 19:00,03-14-2024 10:00,15-03-2024 04:54,Surat,599,ASSAULT,19,F,Knife,Violent Crime,8,Yes,30-04-2024 19:00
19284,17-03-2024 00:00,03-14-2024 11:00,14-03-2024 15:08,Indore,367,ROBBERY,44,F,Other,Violent Crime,1,Yes,02-05-2024 00:00
19285,15-03-2024 10:00,03-14-2024 12:00,14-03-2024 22:58,Hyderabad,267,ARSON,58,F,Blunt Object,Fire Accident,8,No,
19286,15-03-2024 17:00,03-14-2024 13:00,15-03-2024 03:02,Delhi,514,COUNTERFEITING,45,M,Poison,Other Crime,3,Yes,02-05-2024 17:00
19287,15-03-2024 10:00,03-14-2024 14:00,15-03-2024 07:12,Lucknow,534,DOMESTIC VIOLENCE,21,F,Other,Violent Crime,7,Yes,07-05-2024 10:00
19288,15-03-2024 10:00,03-14-2024 15:00,14-03-2024 16:50,Mumbai,424,FIREARM OFFENSE,15,F,Blunt Object,Fire Accident,2,No,
19289,15-03-2024 13:00,03-14-2024 16:00,15-03-2024 09:27,Delhi,419,IDENTITY THEFT,18,F,Blunt Object,Violent Crime,15,No,
19290,15-03-2024 16:00,03-14-2024 17:00,15-03-2024 01:24,Kanpur,547,VEHICLE - STOLEN,49,F,Explosives,Violent Crime,6,Yes,28-04-2024 16:00
19291,15-03-2024 01:00,03-14-2024 18:00,14-03-2024 19:10,Mumbai,306,SHOPLIFTING,48,M,Explosives,Other Crime,12,Yes,21-04-2024 01:00
19292,15-03-2024 18:00,03-14-2024 19:00,15-03-2024 09:42,Mumbai,370,FIREARM OFFENSE,16,M,None,Fire Accident,6,Yes,08-06-2024 18:00
19293,17-03-2024 07:00,03-14-2024 20:00,14-03-2024 20:34,Kanpur,168,VEHICLE - STOLEN,10,M,Firearm,Violent Crime,10,Yes,03-04-2024 07:00
19294,16-03-2024 07:00,03-14-2024 21:00,15-03-2024 13:30,Lucknow,445,ASSAULT,69,F,Poison,Violent Crime,4,No,
19295,14-03-2024 23:00,03-14-2024 22:00,15-03-2024 14:55,Bangalore,292,IDENTITY THEFT,19,F,Blunt Object,Violent Crime,4,No,
19296,15-03-2024 00:00,03-14-2024 23:00,15-03-2024 16:20,Kolkata,594,DOMESTIC VIOLENCE,24,M,Other,Violent Crime,14,Yes,07-04-2024 00:00
19297,15-03-2024 19:00,03-15-2024 00:00,15-03-2024 06:48,Hyderabad,395,ARSON,12,F,Knife,Fire Accident,1,No,
19298,17-03-2024 06:00,03-15-2024 01:00,15-03-2024 13:11,Delhi,285,CYBERCRIME,70,F,Blunt Object,Other Crime,15,Yes,15-04-2024 06:00
19299,16-03-2024 12:00,03-15-2024 02:00,15-03-2024 14:16,Rajkot,535,VEHICLE - STOLEN,12,M,Firearm,Violent Crime,5,Yes,19-05-2024 12:00
19300,17-03-2024 03:00,03-15-2024 03:00,15-03-2024 13:24,Faridabad,263,IDENTITY THEFT,22,M,Other,Violent Crime,18,No,
19301,17-03-2024 07:00,03-15-2024 04:00,15-03-2024 11:30,Visakhapatnam,318,CYBERCRIME,22,M,None,Other Crime,18,Yes,18-04-2024 07:00
19302,16-03-2024 12:00,03-15-2024 05:00,15-03-2024 18:12,Meerut,268,ILLEGAL POSSESSION,30,M,Poison,Other Crime,7,Yes,08-04-2024 12:00
19303,17-03-2024 05:00,03-15-2024 06:00,16-03-2024 05:15,Mumbai,530,ROBBERY,75,M,Blunt Object,Violent Crime,8,No,
19304,15-03-2024 09:00,03-15-2024 07:00,16-03-2024 06:25,Ahmedabad,576,TRAFFIC VIOLATION,16,F,Explosives,Traffic Fatality,18,No,
19305,18-03-2024 00:00,03-15-2024 08:00,15-03-2024 23:22,Hyderabad,125,DRUG OFFENSE,60,F,Poison,Other Crime,5,No,
19306,15-03-2024 12:00,03-15-2024 09:00,15-03-2024 14:22,Delhi,517,SEXUAL ASSAULT,40,M,Blunt Object,Violent Crime,5,Yes,06-01-2025 12:00
19307,15-03-2024 13:00,03-15-2024 10:00,15-03-2024 22:53,Thane,200,IDENTITY THEFT,45,F,None,Violent Crime,17,Yes,12-04-2024 13:00
19308,16-03-2024 16:00,03-15-2024 11:00,15-03-2024 18:28,Delhi,446,COUNTERFEITING,60,F,Knife,Other Crime,3,Yes,28-04-2024 16:00
19309,17-03-2024 11:00,03-15-2024 12:00,15-03-2024 19:15,Nagpur,281,IDENTITY THEFT,20,F,Firearm,Violent Crime,3,Yes,21-04-2024 11:00
19310,17-03-2024 02:00,03-15-2024 13:00,16-03-2024 01:00,Delhi,308,FRAUD,51,F,Poison,Other Crime,13,Yes,04-05-2024 02:00
19311,18-03-2024 00:00,03-15-2024 14:00,15-03-2024 16:40,Nagpur,156,VEHICLE - STOLEN,39,F,Blunt Object,Violent Crime,9,No,
19312,17-03-2024 15:00,03-15-2024 15:00,16-03-2024 13:04,Mumbai,578,ARSON,58,M,Poison,Fire Accident,18,No,
19313,16-03-2024 06:00,03-15-2024 16:00,16-03-2024 00:38,Bhopal,566,COUNTERFEITING,50,F,Knife,Other Crime,9,No,
19314,18-03-2024 14:00,03-15-2024 17:00,16-03-2024 05:14,Delhi,593,ROBBERY,37,F,None,Violent Crime,17,Yes,13-06-2024 14:00
19315,17-03-2024 06:00,03-15-2024 18:00,15-03-2024 19:23,Jaipur,430,EXTORTION,19,M,None,Other Crime,8,No,
19316,18-03-2024 17:00,03-15-2024 19:00,16-03-2024 18:14,Delhi,208,HOMICIDE,32,F,Firearm,Other Crime,11,Yes,29-12-2025 17:00
19317,17-03-2024 03:00,03-15-2024 20:00,16-03-2024 11:55,Ghaziabad,250,VANDALISM,68,F,None,Other Crime,18,No,
19318,16-03-2024 17:00,03-15-2024 21:00,16-03-2024 17:51,Agra,420,TRAFFIC VIOLATION,22,F,Firearm,Traffic Fatality,7,Yes,21-03-2024 17:00
19319,18-03-2024 10:00,03-15-2024 22:00,16-03-2024 18:18,Kanpur,240,ROBBERY,23,F,Poison,Violent Crime,6,No,
19320,17-03-2024 01:00,03-15-2024 23:00,16-03-2024 18:13,Bangalore,366,TRAFFIC VIOLATION,10,M,Knife,Traffic Fatality,10,Yes,30-03-2024 01:00
19321,17-03-2024 08:00,03-16-2024 00:00,16-03-2024 23:50,Delhi,430,EXTORTION,73,F,None,Other Crime,7,Yes,19-05-2024 08:00
19322,17-03-2024 04:00,03-16-2024 01:00,16-03-2024 02:18,Pune,227,FIREARM OFFENSE,25,F,Poison,Fire Accident,4,Yes,25-04-2024 04:00
19323,16-03-2024 22:00,03-16-2024 02:00,16-03-2024 14:20,Bangalore,328,FRAUD,23,M,Poison,Other Crime,7,Yes,10-04-2024 22:00
19324,16-03-2024 17:00,03-16-2024 03:00,16-03-2024 16:05,Delhi,275,SHOPLIFTING,41,F,Blunt Object,Other Crime,11,Yes,01-05-2024 17:00
19325,18-03-2024 21:00,03-16-2024 04:00,16-03-2024 22:36,Chennai,358,ROBBERY,16,F,None,Violent Crime,8,No,
19326,18-03-2024 03:00,03-16-2024 05:00,16-03-2024 05:05,Hyderabad,383,BURGLARY,34,M,Blunt Object,Other Crime,9,No,
19327,17-03-2024 19:00,03-16-2024 06:00,16-03-2024 20:09,Hyderabad,361,SHOPLIFTING,39,F,Poison,Other Crime,2,No,
19328,17-03-2024 14:00,03-16-2024 07:00,16-03-2024 08:07,Patna,506,SEXUAL ASSAULT,18,F,Firearm,Violent Crime,3,Yes,01-09-2025 14:00
19329,18-03-2024 20:00,03-16-2024 08:00,16-03-2024 12:27,Pune,119,KIDNAPPING,17,F,Explosives,Other Crime,3,Yes,02-05-2024 20:00
19330,18-03-2024 22:00,03-16-2024 09:00,17-03-2024 07:21,Meerut,215,DOMESTIC VIOLENCE,44,F,Knife,Violent Crime,2,No,
19331,16-03-2024 18:00,03-16-2024 10:00,16-03-2024 21:49,Mumbai,108,KIDNAPPING,51,F,Knife,Other Crime,8,Yes,02-06-2024 18:00
19332,18-03-2024 13:00,03-16-2024 11:00,16-03-2024 22:57,Lucknow,567,HOMICIDE,79,F,Knife,Other Crime,18,No,
19333,18-03-2024 04:00,03-16-2024 12:00,16-03-2024 20:17,Ahmedabad,494,ASSAULT,75,F,Explosives,Violent Crime,3,No,
19334,18-03-2024 12:00,03-16-2024 13:00,17-03-2024 11:38,Delhi,270,ILLEGAL POSSESSION,57,F,Other,Other Crime,17,Yes,05-05-2024 12:00
19335,18-03-2024 16:00,03-16-2024 14:00,17-03-2024 04:05,Ahmedabad,261,FRAUD,16,F,Other,Other Crime,14,Yes,18-04-2024 16:00
19336,19-03-2024 10:00,03-16-2024 15:00,17-03-2024 01:31,Kanpur,470,VANDALISM,16,F,Blunt Object,Other Crime,10,Yes,26-03-2024 10:00
19337,18-03-2024 22:00,03-16-2024 16:00,16-03-2024 19:02,Bangalore,237,KIDNAPPING,24,F,None,Other Crime,2,No,
19338,19-03-2024 14:00,03-16-2024 17:00,17-03-2024 09:58,Kanpur,256,ILLEGAL POSSESSION,20,F,Poison,Other Crime,5,Yes,23-05-2024 14:00
19339,19-03-2024 13:00,03-16-2024 18:00,17-03-2024 11:15,Mumbai,466,VANDALISM,14,F,None,Other Crime,8,Yes,16-04-2024 13:00
19340,17-03-2024 07:00,03-16-2024 19:00,17-03-2024 08:00,Mumbai,177,IDENTITY THEFT,21,M,Poison,Violent Crime,9,No,
